token	entity	coreference_cluster	1 – препарат, 2 – кандидат в анафоры
не			
произойдет			
селегелин			
и			
бупропион			
это			
не			
прямые			
агонисты			
Заливание			
мозга			
дофамином			
это			
сложная			
тема			
если			
это			
не			
какая			
нибудь			
леводопа			
то			
все			
должно			
быть			
норм			
Если			
вы			
готовы			
достать			
пимавансерин			
то			
я			
бы			
посоветовал			
попробовать			
