TOKEN	POST_NUM	ANIMACY	CASE	GENDER	PERSON	POS	DEPENDENCY	HEAD	HEAD_POS	HEAD_ANIMACY	HEAD_CASE	HEAD_GENDER	HEAD_POS	SENT_VECTOR	NER	COREFERENCE_CLUSTER
прививки	117	inan	gent	femn	-	NOUN	nsubj	были	VERB	-	-	-	VERB	-0.46538724773563445	0	0
от	117	-	-	-	-	PREP	case	гриппа	NOUN	inan	gent	masc	NOUN	-0.46538724773563445	0	0
гриппа	117	inan	gent	masc	-	NOUN	nmod	прививки	NOUN	inan	gent	femn	NOUN	-0.46538724773563445	0	0
я	117	-	nomn	-	1per	NPRO	nsubj	прививался	VERB	-	-	masc	VERB	-0.6852404293604195	0	0
регулярно	117	-	-	-	-	ADVB	advmod	прививался	VERB	-	-	masc	VERB	-0.6852404293604195	0	0
прививался	117	-	-	masc	-	VERB	ROOT	прививался	VERB	-	-	masc	VERB	-0.6852404293604195	0	0
до	117	-	-	-	-	PREP	case	подтверждения	NOUN	inan	gent	neut	NOUN	-0.6852404293604195	0	0
подтверждения	117	inan	gent	neut	-	NOUN	obl	прививался	VERB	-	-	masc	VERB	-0.6852404293604195	0	0
онкологии	117	inan	gent	femn	-	NOUN	nmod	подтверждения	NOUN	inan	gent	neut	NOUN	-0.6852404293604195	0	0
после	117	-	-	-	-	PREP	case	онкологии	NOUN	inan	gent	femn	NOUN	-1.4517525434494019	0	0
онкологии	117	inan	gent	femn	-	NOUN	obl	сказали	VERB	-	-	-	VERB	-1.4517525434494019	0	0
мне	117	-	datv	-	1per	NPRO	iobj	сказали	VERB	-	-	-	VERB	-1.4517525434494019	0	0
сказали	117	-	-	-	-	VERB	ROOT	сказали	VERB	-	-	-	VERB	-1.4517525434494019	0	0
больше	117	-	-	-	-	COMP	advmod	не	PRCL	-	-	-	PRCL	-1.4517525434494019	0	0
не	117	-	-	-	-	PRCL	advmod	сказали	VERB	-	-	-	VERB	-1.4517525434494019	0	0
надо	117	-	-	-	-	PRED	punct	сказали	VERB	-	-	-	VERB	-1.4517525434494019	0	0
это	117	-	-	-	-	PRCL	det	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
вмешательство	117	inan	nomn	neut	-	NOUN	ROOT	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
в	117	-	-	-	-	PREP	case	иммунитет	NOUN	inan	accs	masc	NOUN	-0.6424491054245404	0	0
иммунитет	117	inan	accs	masc	-	NOUN	nmod	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
а	117	-	-	-	-	CONJ	cc	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
это	117	-	-	-	-	PRCL	det	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
вмешательство	117	inan	nomn	neut	-	NOUN	conj	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
в	117	-	-	-	-	PREP	case	иммунитет	NOUN	inan	accs	masc	NOUN	-0.6424491054245404	0	0
иммунитет	117	inan	accs	masc	-	NOUN	nmod	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
и	117	-	-	-	-	CONJ	cc	аукнется	VERB	-	-	-	VERB	-0.6424491054245404	0	0
как	117	-	-	-	-	CONJ	advmod	аукнется	VERB	-	-	-	VERB	-0.6424491054245404	0	0
это	117	-	-	-	-	PRCL	nsubj	аукнется	VERB	-	-	-	VERB	-0.6424491054245404	0	0
аукнется	117	-	-	-	3per	VERB	conj	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
неизвестно	117	-	-	-	-	ADVB	punct	вмешательство	NOUN	inan	nomn	neut	NOUN	-0.6424491054245404	0	0
прививки	117	inan	gent	femn	-	NOUN	nsubj	механизм	NOUN	inan	nomn	masc	NOUN	-0.8437326011226105	0	вакцина
от	117	-	-	-	-	PREP	case	кавида	NOUN	inan	gent	masc	NOUN	-0.8437326011226105	0	0
кавида	117	inan	gent	masc	-	NOUN	nmod	прививки	NOUN	inan	gent	femn	NOUN	-0.8437326011226105	0	0
это	117	-	-	-	-	PRCL	expl	механизм	NOUN	inan	nomn	masc	NOUN	-0.8437326011226105	0	0
тоже	117	-	-	-	-	PRCL	advmod	тот	ADJF	-	nomn	masc	ADJF	-0.8437326011226105	0	0
тот	117	-	nomn	masc	-	ADJF	det	механизм	NOUN	inan	nomn	masc	NOUN	-0.8437326011226105	0	0
же	117	-	-	-	-	PRCL	advmod	тот	ADJF	-	nomn	masc	ADJF	-0.8437326011226105	0	0
механизм	117	inan	nomn	masc	-	NOUN	ROOT	механизм	NOUN	inan	nomn	masc	NOUN	-0.8437326011226105	0	0
что	117	-	-	-	-	CONJ	obj	механизм	NOUN	inan	nomn	masc	NOUN	-0.8437326011226105	0	0
и	117	-	-	-	-	CONJ	advmod	гриппа	NOUN	inan	gent	masc	NOUN	-0.8437326011226105	0	0
от	117	-	-	-	-	PREP	case	гриппа	NOUN	inan	gent	masc	NOUN	-0.8437326011226105	0	0
гриппа	117	inan	gent	masc	-	NOUN	ROOT	гриппа	NOUN	inan	gent	masc	NOUN	-0.8437326011226105	0	0
и	117	-	-	-	-	CONJ	cc	что	CONJ	-	-	-	CONJ	-1.2410915084183216	0	0
что	117	-	-	-	-	CONJ	ROOT	что	CONJ	-	-	-	CONJ	-1.2410915084183216	0	0
нам	117	-	datv	-	1per	NPRO	iobj	что	CONJ	-	-	-	CONJ	-1.2410915084183216	0	0
делать	117	-	-	-	-	INFN	ROOT	делать	INFN	-	-	-	INFN	-1.2410915084183216	0	0
лечащий	117	-	nomn	masc	-	PRTF	amod	врач	NOUN	anim	nomn	masc	NOUN	-0.9391418844461441	0	0
врач	117	anim	nomn	masc	-	NOUN	nsubj	говорит	VERB	-	-	-	VERB	-0.9391418844461441	0	0
говорит	117	-	-	-	3per	VERB	ROOT	говорит	VERB	-	-	-	VERB	-0.9391418844461441	0	0
противопоказаний	117	inan	gent	neut	-	NOUN	obj	говорит	VERB	-	-	-	VERB	-0.9391418844461441	0	0
у	117	-	-	-	-	PREP	case	меня	NPRO	-	accs	-	NPRO	-0.9391418844461441	0	0
меня	117	-	accs	-	1per	NPRO	obl	говорит	VERB	-	-	-	VERB	-0.9391418844461441	0	0
нет	117	-	-	-	-	PRED	punct	говорит	VERB	-	-	-	VERB	-0.9391418844461441	0	0
с	117	-	-	-	-	PREP	case	экранов	NOUN	inan	gent	masc	NOUN	-0.8848872419136266	0	0
голубых	117	-	loct	-	-	ADJF	amod	экранов	NOUN	inan	gent	masc	NOUN	-0.8848872419136266	0	0
экранов	117	inan	gent	masc	-	NOUN	obl	говорят	VERB	-	-	-	VERB	-0.8848872419136266	0	0
нам	117	-	datv	-	1per	NPRO	iobj	говорят	VERB	-	-	-	VERB	-0.8848872419136266	0	0
говорят	117	-	-	-	3per	VERB	ROOT	говорят	VERB	-	-	-	VERB	-0.8848872419136266	0	0
все	117	-	-	-	-	PRCL	advmod	можно	PRED	-	-	-	PRED	-0.8848872419136266	0	0
можно	117	-	-	-	-	PRED	conj	говорят	VERB	-	-	-	VERB	-0.8848872419136266	0	0
делать	117	-	-	-	-	INFN	csubj	можно	PRED	-	-	-	PRED	-0.8848872419136266	0	0
даже	117	-	-	-	-	PRCL	advmod	сразу	ADVB	-	-	-	ADVB	-0.8848872419136266	0	0
сразу	117	-	-	-	-	ADVB	advmod	после	PREP	-	-	-	PREP	-0.8848872419136266	0	0
после	117	-	-	-	-	PREP	advmod	делать	INFN	-	-	-	INFN	-0.8848872419136266	0	0
или	117	-	-	-	-	CONJ	fixed	после	PREP	-	-	-	PREP	-0.8848872419136266	0	0
во	117	-	-	-	-	PREP	case	химии	NOUN	inan	gent	femn	NOUN	-0.8848872419136266	0	0
время	117	inan	accs	neut	-	NOUN	fixed	во	PREP	-	-	-	PREP	-0.8848872419136266	0	0
химии	117	inan	gent	femn	-	NOUN	obl	говорят	VERB	-	-	-	VERB	-0.8848872419136266	0	0
нужно	117	-	-	-	-	PRED	ROOT	нужно	PRED	-	-	-	PRED	-0.5025962685301367	0	0
решать	117	-	-	-	-	INFN	csubj	нужно	PRED	-	-	-	PRED	-0.5025962685301367	0	0
самому	117	-	datv	masc	-	ADJF	amod	врач	NOUN	anim	nomn	masc	NOUN	-0.5025962685301367	0	0
или	117	-	-	-	-	CONJ	cc	нормальный	ADJF	-	nomn	masc	ADJF	-0.5025962685301367	0	0
все	117	-	-	-	-	PRCL	advmod	нормальный	ADJF	-	nomn	masc	ADJF	-0.5025962685301367	0	0
же	117	-	-	-	-	PRCL	advmod	все	PRCL	-	-	-	PRCL	-0.5025962685301367	0	0
нормальный	117	-	nomn	masc	-	ADJF	conj	самому	ADJF	-	datv	masc	ADJF	-0.5025962685301367	0	0
врач	117	anim	nomn	masc	-	NOUN	nsubj	поставит	VERB	-	-	-	VERB	-0.5025962685301367	0	0
поставит	117	-	-	-	3per	VERB	conj	нужно	PRED	-	-	-	PRED	-0.5025962685301367	0	0
все	117	-	-	-	-	PRCL	det	точки	NOUN	inan	gent	femn	NOUN	-0.5025962685301367	0	0
точки	117	inan	gent	femn	-	NOUN	obj	поставит	VERB	-	-	-	VERB	-0.5025962685301367	0	0
над	117	-	-	-	-	PREP	advmod	поставит	VERB	-	-	-	VERB	-0.5025962685301367	0	0
и	117	-	-	-	-	CONJ	punct	нужно	PRED	-	-	-	PRED	-0.5025962685301367	0	0
эууууу	117	anim	accs	femn	-	NOUN	punct	нужно	PRED	-	-	-	PRED	-0.5025962685301367	0	0
нормальные	117	-	nomn	-	-	ADJF	amod	врачи	NOUN	anim	nomn	masc	NOUN	-0.7485523130744696	0	0
врачи	117	anim	nomn	masc	-	NOUN	ROOT	врачи	NOUN	anim	nomn	masc	NOUN	-0.7485523130744696	0	0
что	117	-	-	-	-	CONJ	ROOT	что	CONJ	-	-	-	CONJ	-0.6154258772730827	0	0
скажете	117	-	-	-	2per	VERB	ROOT	скажете	VERB	-	-	-	VERB	-0.6154258772730827	0	0
забыл	118	-	-	masc	-	VERB	ROOT	забыл	VERB	-	-	masc	VERB	-0.3007675111293793	0	0
месяца	119	inan	gent	masc	-	NOUN	obl	обещали	VERB	-	-	-	VERB	-0.3640190257098187	0	0
два	119	-	nomn	masc	-	NUMR	nummod:gov	месяца	NOUN	inan	gent	masc	NOUN	-0.3640190257098187	0	0
назад	119	-	-	-	-	ADVB	advmod	два	NUMR	-	nomn	masc	NUMR	-0.3640190257098187	0	0
производители	119	anim	nomn	masc	-	NOUN	nsubj	обещали	VERB	-	-	-	VERB	-0.3640190257098187	0	0
вакцины	119	inan	nomn	femn	-	NOUN	nmod	производители	NOUN	anim	nomn	masc	NOUN	-0.3640190257098187	мед	вакцина
обещали	119	-	-	-	-	VERB	ROOT	обещали	VERB	-	-	-	VERB	-0.3640190257098187	0	0
провести	119	-	-	-	-	INFN	xcomp	обещали	VERB	-	-	-	VERB	-0.3640190257098187	0	0
испытания	119	inan	nomn	neut	-	NOUN	obj	провести	INFN	-	-	-	INFN	-0.3640190257098187	0	0
на	119	-	-	-	-	PREP	case	брате	NOUN	anim	loct	masc	NOUN	-0.3640190257098187	0	0
нашем	119	-	loct	masc	-	ADJF	det	брате	NOUN	anim	loct	masc	NOUN	-0.3640190257098187	0	0
брате	119	anim	loct	masc	-	NOUN	obl	обещали	VERB	-	-	-	VERB	-0.3640190257098187	0	0
онко	119	-	-	-	-	ADVB	ROOT	онко	ADVB	-	-	-	ADVB	-0.06176145374774933	0	0
но	119	-	-	-	-	CONJ	cc	почему	ADVB	-	-	-	ADVB	-0.8402412335077921	0	0
почему	119	-	-	-	-	ADVB	advmod	никакой	ADJF	-	gent	femn	ADJF	-0.8402412335077921	0	0
то	119	-	-	-	-	CONJ	discourse	почему	ADVB	-	-	-	ADVB	-0.8402412335077921	0	0
теперь	119	-	-	-	-	ADVB	advmod	почему	ADVB	-	-	-	ADVB	-0.8402412335077921	0	0
никакой	119	-	gent	femn	-	ADJF	det	информации	NOUN	inan	gent	femn	NOUN	-0.8402412335077921	0	0
информации	119	inan	gent	femn	-	NOUN	ROOT	информации	NOUN	inan	gent	femn	NOUN	-0.8402412335077921	0	0
влад60	119	-	-	-	-	-	ROOT	влад60	-	-	-	-	-	-1.0402470992412418	0	0
24	119	-	-	-	-	-	nummod	писал	VERB	-	-	masc	VERB	-1.0402470992412418	0	0
Март	119	inan	nomn	masc	-	NOUN	flat	24	-	-	-	-	-	-1.0402470992412418	0	0
2021	119	-	-	-	-	-	appos	Март	NOUN	inan	nomn	masc	NOUN	-1.0402470992412418	0	0
21	119	-	-	-	-	-	nummod	14	-	-	-	-	-	-1.0402470992412418	0	0
14	119	-	-	-	-	-	nummod	писал	VERB	-	-	masc	VERB	-1.0402470992412418	0	0
писал	119	-	-	masc	-	VERB	ROOT	писал	VERB	-	-	masc	VERB	-1.0402470992412418	0	0
забыл	119	-	-	masc	-	VERB	punct	писал	VERB	-	-	masc	VERB	-1.0402470992412418	0	0
Ну	119	-	-	-	-	PRCL	discourse	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
потому	119	-	-	-	-	ADVB	mark	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
что	119	-	-	-	-	CONJ	fixed	потому	ADVB	-	-	-	ADVB	-0.7123536341823637	0	0
видимо	119	-	-	-	-	ADVB	advmod	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
её	119	-	gent	neut	-	ADJF	nsubj	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	вакцина
надо	119	-	-	-	-	PRED	ROOT	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
было	119	-	-	neut	-	VERB	cop	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
выпустить	119	-	-	-	-	INFN	csubj	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
быстрее	119	-	-	-	-	COMP	advmod	выпустить	INFN	-	-	-	INFN	-0.7123536341823637	0	0
всех	119	-	gent	-	-	ADJF	obl	быстрее	COMP	-	-	-	COMP	-0.7123536341823637	0	0
на	119	-	-	-	-	PREP	case	испытания	NOUN	inan	nomn	neut	NOUN	-0.7123536341823637	0	0
испытания	119	inan	nomn	neut	-	NOUN	obl	быстрее	COMP	-	-	-	COMP	-0.7123536341823637	0	0
времени	119	inan	gent	neut	-	NOUN	nmod	испытания	NOUN	inan	nomn	neut	NOUN	-0.7123536341823637	0	0
не	119	-	-	-	-	PRCL	advmod	было	VERB	-	-	neut	VERB	-0.7123536341823637	0	0
было	119	-	-	neut	-	VERB	cop	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
наверно	119	-	-	-	-	CONJ	advmod	надо	PRED	-	-	-	PRED	-0.7123536341823637	0	0
Ну	120	-	-	-	-	PRCL	discourse	занимают	VERB	-	-	-	VERB	-0.9806687765521929	0	0
так	120	-	-	-	-	CONJ	advmod	такие	ADJF	-	nomn	-	ADJF	-0.9806687765521929	0	0
такие	120	-	nomn	-	-	ADJF	det	испытания	NOUN	inan	nomn	neut	NOUN	-0.9806687765521929	0	0
испытания	120	inan	nomn	neut	-	NOUN	obj	занимают	VERB	-	-	-	VERB	-0.9806687765521929	0	0
занимают	120	-	-	-	3per	VERB	ROOT	занимают	VERB	-	-	-	VERB	-0.9806687765521929	0	0
в	120	-	-	-	-	PREP	case	случае	NOUN	inan	loct	masc	NOUN	-0.9806687765521929	0	0
лучшем	120	-	loct	masc	-	ADJF	amod	случае	NOUN	inan	loct	masc	NOUN	-0.9806687765521929	0	0
случае	120	inan	loct	masc	-	NOUN	obl	занимают	VERB	-	-	-	VERB	-0.9806687765521929	0	0
несколько	120	-	-	-	-	ADVB	nummod:gov	месяцев	NOUN	inan	gent	masc	NOUN	-0.9806687765521929	0	0
месяцев	120	inan	gent	masc	-	NOUN	obl	занимают	VERB	-	-	-	VERB	-0.9806687765521929	0	0
Сказать	120	-	-	-	-	INFN	csubj	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
пока	120	-	-	-	-	ADVB	advmod	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
нечего	120	-	gent	-	-	NPRO	ROOT	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
поэтому	120	-	-	-	-	ADVB	advmod	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
и	120	-	-	-	-	CONJ	advmod	дают	VERB	-	-	-	VERB	-0.5814801510423422	0	0
не	120	-	-	-	-	PRCL	advmod	дают	VERB	-	-	-	VERB	-0.5814801510423422	0	0
дают	120	-	-	-	3per	VERB	conj	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
информации	120	inan	gent	femn	-	NOUN	iobj	нечего	NPRO	-	gent	-	NPRO	-0.5814801510423422	0	0
Мне	120	-	datv	-	1per	NPRO	iobj	сказал	VERB	-	-	masc	VERB	-1.2556043032673188	0	0
мой	120	-	nomn	masc	-	ADJF	det	онколог	NOUN	anim	nomn	masc	NOUN	-1.2556043032673188	0	0
онколог	120	anim	nomn	masc	-	NOUN	nsubj	сказал	VERB	-	-	masc	VERB	-1.2556043032673188	0	0
сказал	120	-	-	masc	-	VERB	ROOT	сказал	VERB	-	-	masc	VERB	-1.2556043032673188	0	0
что	120	-	-	-	-	CONJ	obj	сказал	VERB	-	-	masc	VERB	-1.2556043032673188	0	0
мне	120	-	datv	-	1per	NPRO	iobj	можно	PRED	-	-	-	PRED	-1.2556043032673188	0	0
Эпиваккорону	120	inan	accs	femn	-	NOUN	appos	мне	NPRO	-	datv	-	NPRO	-1.2556043032673188	0	0
можно	120	-	-	-	-	PRED	punct	сказал	VERB	-	-	masc	VERB	-1.2556043032673188	0	0
Но	120	-	-	-	-	CONJ	cc	нет	PRED	-	-	-	PRED	-0.4474946815254433	0	0
по	120	-	-	-	-	PREP	case	месту	NOUN	inan	datv	neut	NOUN	-0.4474946815254433	0	0
месту	120	inan	datv	neut	-	NOUN	obl	нет	PRED	-	-	-	PRED	-0.4474946815254433	0	0
жительства	120	inan	gent	neut	-	NOUN	nmod	месту	NOUN	inan	datv	neut	NOUN	-0.4474946815254433	0	0
пока	120	-	-	-	-	ADVB	advmod	нет	PRED	-	-	-	PRED	-0.4474946815254433	0	0
нет	120	-	-	-	-	PRED	ROOT	нет	PRED	-	-	-	PRED	-0.4474946815254433	0	0
Эпиваккороны	120	inan	gent	femn	-	NOUN	nsubj	нет	PRED	-	-	-	PRED	-0.4474946815254433	0	0
Да	120	-	-	-	-	PRCL	advmod	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
я	120	-	nomn	-	1per	NPRO	nsubj	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
и	120	-	-	-	-	CONJ	advmod	обострения	NOUN	inan	gent	neut	NOUN	-0.8878319095302787	0	0
из	120	-	-	-	-	PREP	case	обострения	NOUN	inan	gent	neut	NOUN	-0.8878319095302787	0	0
обострения	120	inan	gent	neut	-	NOUN	obl	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
аллергии	120	inan	gent	femn	-	NOUN	nmod	обострения	NOUN	inan	gent	neut	NOUN	-0.8878319095302787	0	0
никак	120	-	-	-	-	ADVB	advmod	не	PRCL	-	-	-	PRCL	-0.8878319095302787	0	0
не	120	-	-	-	-	PRCL	advmod	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
вылезу	120	-	-	-	1per	VERB	ROOT	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
а	120	-	-	-	-	CONJ	cc	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
пока	120	-	-	-	-	ADVB	advmod	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
не	120	-	-	-	-	PRCL	advmod	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
вылезу	120	-	-	-	1per	VERB	conj	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
точно	120	-	-	-	-	ADVB	advmod	ничем	NPRO	-	ablt	neut	NPRO	-0.8878319095302787	0	0
ничем	120	-	ablt	neut	-	NPRO	obl	прививаться	INFN	-	-	-	INFN	-0.8878319095302787	0	0
прививаться	120	-	-	-	-	INFN	xcomp	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
не	120	-	-	-	-	PRCL	advmod	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
пойду	120	-	-	-	1per	VERB	punct	вылезу	VERB	-	-	-	VERB	-0.8878319095302787	0	0
Меня	121	-	accs	-	1per	NPRO	obj	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
вот	121	-	-	-	-	PRCL	advmod	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
смущает	121	-	-	-	3per	VERB	ROOT	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
следующая	121	-	nomn	femn	-	ADJF	amod	формулировка	NOUN	inan	nomn	femn	NOUN	-0.3410166511312127	0	0
формулировка	121	inan	nomn	femn	-	NOUN	nsubj	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
из	121	-	-	-	-	PREP	case	инструкции	NOUN	inan	datv	femn	NOUN	-0.3410166511312127	0	0
инструкции	121	inan	datv	femn	-	NOUN	nmod	формулировка	NOUN	inan	nomn	femn	NOUN	-0.3410166511312127	0	0
Регистрационный	121	-	nomn	masc	-	ADJF	amod	номер	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
номер	121	inan	nomn	masc	-	NOUN	appos	инструкции	NOUN	inan	datv	femn	NOUN	-0.3410166511312127	0	0
ЛП	121	-	-	-	-	-	appos	номер	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
6395	121	-	-	-	-	-	appos	ЛП	-	-	-	-	-	-0.3410166511312127	0	0
Торговое	121	-	nomn	neut	-	ADJF	amod	наименование	NOUN	inan	nomn	neut	NOUN	-0.3410166511312127	0	0
наименование	121	inan	nomn	neut	-	NOUN	appos	номер	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
Гам	121	inan	nomn	masc	-	NOUN	nmod	наименование	NOUN	inan	nomn	neut	NOUN	-0.3410166511312127	0	0
КОВИД	121	inan	nomn	masc	-	NOUN	flat:name	Гам	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
Вак	121	inan	nomn	masc	-	NOUN	appos	Гам	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
Комбинированная	121	-	nomn	femn	-	ADJF	flat:name	Вак	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
векторная	121	-	nomn	femn	-	ADJF	amod	вакцина	NOUN	inan	nomn	femn	NOUN	-0.3410166511312127	0	0
вакцина	121	inan	nomn	femn	-	NOUN	nsubj	смущает	VERB	-	-	-	VERB	-0.3410166511312127	мед	вакцина
для	121	-	-	-	-	PREP	case	профилактики	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
профилактики	121	inan	gent	femn	-	NOUN	nmod	вакцина	NOUN	inan	nomn	femn	NOUN	-0.3410166511312127	0	0
коронавирусной	121	-	gent	femn	-	ADJF	amod	инфекции	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
инфекции	121	inan	gent	femn	-	NOUN	nmod	профилактики	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
вызываемой	121	-	gent	femn	-	PRTF	amod	вирусом	NOUN	inan	ablt	masc	NOUN	-0.3410166511312127	0	0
вирусом	121	inan	ablt	masc	-	NOUN	nmod	профилактики	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
SARS	121	-	-	-	-	-	appos	вирусом	NOUN	inan	ablt	masc	NOUN	-0.3410166511312127	0	0
CoV	121	-	-	-	-	-	flat:foreign	SARS	-	-	-	-	-	-0.3410166511312127	0	0
2	121	-	-	-	-	-	appos	SARS	-	-	-	-	-	-0.3410166511312127	0	0
Вследствие	121	-	-	-	-	PREP	case	недостатка	NOUN	inan	gent	masc	NOUN	-0.3410166511312127	0	0
недостатка	121	inan	gent	masc	-	NOUN	nmod	профилактики	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
информации	121	inan	gent	femn	-	NOUN	nmod	недостатка	NOUN	inan	gent	masc	NOUN	-0.3410166511312127	0	0
вакцинация	121	inan	nomn	femn	-	NOUN	nsubj	может	VERB	-	-	-	VERB	-0.3410166511312127	0	0
может	121	-	-	-	3per	VERB	conj	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
представлять	121	-	-	-	-	INFN	xcomp	может	VERB	-	-	-	VERB	-0.3410166511312127	0	0
риск	121	inan	nomn	masc	-	NOUN	obj	представлять	INFN	-	-	-	INFN	-0.3410166511312127	0	0
для	121	-	-	-	-	PREP	case	групп	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
следующих	121	-	gent	-	-	ADJF	amod	групп	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
групп	121	inan	gent	femn	-	NOUN	nmod	риск	NOUN	inan	nomn	masc	NOUN	-0.3410166511312127	0	0
пациентов	121	anim	gent	masc	-	NOUN	nmod	групп	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
с	121	-	-	-	-	PREP	case	заболеваниями	NOUN	inan	ablt	neut	NOUN	-0.3410166511312127	0	0
аутоиммунными	121	-	ablt	-	-	ADJF	amod	заболеваниями	NOUN	inan	ablt	neut	NOUN	-0.3410166511312127	0	0
заболеваниями	121	inan	ablt	neut	-	NOUN	nmod	пациентов	NOUN	anim	gent	masc	NOUN	-0.3410166511312127	0	0
стимуляция	121	inan	nomn	femn	-	NOUN	nsubj	может	VERB	-	-	-	VERB	-0.3410166511312127	0	0
иммунной	121	-	gent	femn	-	ADJF	amod	системы	NOUN	inan	gent	femn	NOUN	-0.3410166511312127	0	0
системы	121	inan	gent	femn	-	NOUN	nmod	стимуляция	NOUN	inan	nomn	femn	NOUN	-0.3410166511312127	0	0
может	121	-	-	-	3per	VERB	conj	смущает	VERB	-	-	-	VERB	-0.3410166511312127	0	0
